text,aspect,sentiment,keywords,label
무스 케이크 식감이 푸딩처럼 탱글하고 맛이 아주 진합니다.,케이크,Positive,"무스 케이크, 탱글한 식감, 진한 맛",001000000000
비주얼이 너무 예뻐서 먹기 전에 사진만 수십 장 찍은 것 같아요.,케이크,Positive,"예쁜 비주얼, 사진 맛집, 만족",001000000000
레드벨벳 케이크 색감이 너무 곱고 맛도 묵직하니 좋았습니다.,케이크,Positive,"레드벨벳, 고운 색감, 묵직한 맛",001000000000
케이크 사이에 들어간 과일들이 신선해서 상큼함이 터지네요.,케이크,Positive,"신선한 과일 토핑, 상큼함, 만족",001000000000
많이 달지 않은 케이크라 어른들도 정말 맛있게 드시더라고요.,케이크,Positive,"달지 않은 케이크, 부모님 만족",001000000000
밤 케이크의 구수한 맛이 커피랑 너무 잘 어울려서 감탄했어요.,케이크,Positive,"밤 케이크, 구수한 맛, 커피와 조화",001000000000
케이크 장식으로 올라간 허브랑 식용 꽃까지 세심함이 느껴져요.,케이크,Positive,"세심한 장식, 고퀄리티, 만족",001000000000
샤인머스캣 케이크 알이 꽉 차 있어서 씹는 맛이 일품입니다.,케이크,Positive,"샤인머스캣, 알이 꽉 참, 일품",001000000000
케이크 박스 열자마자 달콤한 향기가 퍼져서 행복해졌어요.,케이크,Positive,"달콤한 향기, 행복함, 만족",001000000000
여기 초코 무스는 쌉싸름한 카카오 맛이 잘 살아서 취향 저격임.,케이크,Positive,"초코 무스, 카카오 맛, 취향 저격",001000000000
쉬폰 케이크가 구름처럼 폭신폭신해서 아이들도 잘 먹네요.,케이크,Positive,"쉬폰 케이크, 폭신폭신, 아이들 간식",001000000000
케이크 단면이 층층이 예쁘게 쌓여있어 정성이 느껴졌습니다.,케이크,Positive,"예쁜 단면, 정성 가득, 만족",001000000000
쑥 케이크의 할매니얼 입맛 제대로 저격하는 고소함이네요.,케이크,Positive,"쑥 케이크, 고소함, 할매니얼 취향",001000000000
예약 주문할 때 친절하게 상담해 주셔서 기분 좋게 픽업했습니다.,케이크,Positive,"친절한 예약 상담, 기분 좋은 픽업",001000000000
케이크 위에 올라간 생크림 휘핑이 아주 쫀쫀해서 식감이 좋아요.,케이크,Positive,"쫀쫀한 휘핑, 좋은 식감, 만족",001000000000
가격대는 좀 있지만 그만큼의 가치를 하는 고퀄리티 케이크임.,케이크,Positive,"고퀄리티, 가격 가치 있음, 대만족",001000000000
케이크 크림이 미끌거리고 입안에서 겉도는 게 식물성인 듯요.,케이크,Negative,"미끌거리는 크림, 겉도는 식감, 실망",002000000000
딸기 케이크라더니 딸기가 위에만 있고 속엔 거의 없네요.,케이크,Negative,"딸기 양 부족, 부실한 내용물, 실망",002000000000
예약한 케이크 디자인이 사진이랑 너무 달라서 당황스러웠어요.,케이크,Negative,"디자인 불일치, 사진과 다름, 실망",002000000000
치즈 케이크가 너무 딱딱해서 포크가 잘 안 들어갈 정도예요.,케이크,Negative,"딱딱한 치즈 케이크, 실망",002000000000
티라미수가 너무 축축해서 빵이 아니라 물 마시는 기분이었음.,케이크,Negative,"축축한 시트, 식감 최악, 별로",002000000000
케이크 시트가 너무 퍽퍽해서 음료 없이는 목이 막혀 못 먹음.,케이크,Negative,"퍽퍽한 시트, 목 막힘, 실망",002000000000
초코 케이크가 너무 달아서 한 입 먹자마자 물리고 속 쓰려요.,케이크,Negative,"너무 단맛, 속 쓰림, 거부감",002000000000
가격에 비해 조각 케이크 크기가 너무 작아서 가성비 떨어짐.,케이크,Negative,"작은 크기, 비싼 가격, 가성비 낮음",002000000000
레터링 케이크 글씨가 너무 삐뚤빼뚤해서 제가 쓴 게 나을 뻔.,케이크,Negative,"레터링 불량, 성의 없음, 실망",002000000000
타르트지가 너무 눅눅해서 바삭한 맛이 전혀 느껴지지 않아요.,케이크,Negative,"눅눅한 타르트지, 식감 별로, 불만족",002000000000
얼그레이 향이 너무 강해서 화장품을 먹는 것 같은 기분임.,케이크,Negative,"과한 향, 화장품 맛, 불만족",002000000000
케이크에서 냉장고 냄새가 배어있어서 한 입 먹고 버렸습니다.,케이크,Negative,"냉장고 냄새, 위생 관리 부실, 최악",002000000000
당근 케이크에 시나몬 향이 너무 세서 당근 맛이 하나도 안 남.,케이크,Negative,"시나몬 과다, 밸런스 붕괴, 별로",002000000000
기대하고 주문한 홀케이크인데 맛이 너무 평범해서 돈 아까움.,케이크,Negative,"평범한 맛, 비싼 가격, 돈 아까움",002000000000
무스 케이크가 녹아서 흘러내리는 상태로 서빙되어 불쾌했음.,케이크,Negative,"녹아내린 케이크, 서빙 불만족",002000000000
케이크 장식이 사진보다 너무 부실해서 성의 없어 보였습니다.,케이크,Negative,"부실한 장식, 성의 없음, 실망",002000000000
레드벨벳 시트가 너무 짜서 케이크인지 요리인지 모르겠네요.,케이크,Negative,"너무 짠 시트, 맛의 불균형, 별로",002000000000
케이크 속 과일이 갈변되어 있고 신선하지 않아 찝찝했어요.,케이크,Negative,"갈변된 과일, 신선도 불량, 찝찝함",002000000000
케이크가 너무 달아서 아이들도 몇 입 먹고 안 먹더라고요.,케이크,Negative,"과한 단맛, 아이들도 거부, 실망",002000000000
밤 케이크라더니 밤 알갱이는 거의 없고 향료 맛만 강함.,케이크,Negative,"밤 부족, 향료 맛, 실망",002000000000
케이크 위에 올라간 꽃에서 쓴맛이 나서 전체 맛을 망쳤어요.,케이크,Negative,"쓴맛 나는 장식, 맛 망침, 별로",002000000000
샤인머스캣이 너무 셔서 달콤한 크림이랑 전혀 안 어울려요.,케이크,Negative,"신 과일, 크림과 조화 안 됨, 실망",002000000000
케이크 포장 박스가 너무 약해서 들고 오다 바닥이 빠질 뻔함.,케이크,Negative,"약한 포장 박스, 불안함, 불만",002000000000
초코 무스가 너무 뻑뻑해서 입안에서 녹지도 않고 뭉쳐있음.,케이크,Negative,"뻑뻑한 초코 무스, 식감 별로",002000000000
쉬폰 케이크인데 구멍이 숭숭 뚫려있고 너무 푸석푸석함.,케이크,Negative,"푸석푸석한 시트, 품질 불만족",002000000000
케이크 단면이 으스러져 있어서 보기에도 안 좋고 맛도 별로임.,케이크,Negative,"으스러진 단면, 비주얼 꽝, 실망",002000000000
쑥 향은 안 나고 풀 냄새 같은 비린 맛만 나서 못 먹겠어요.,케이크,Negative,"비린 맛, 향 부족, 불만족",002000000000
예약 픽업 갔는데 주문 누락되었다고 해서 생일 파티 망쳤음.,케이크,Negative,"예약 누락, 서비스 최악, 화남",002000000000
생크림 휘핑이 너무 오버됐는지 버터처럼 굳어있어 느끼함.,케이크,Negative,"오버 휘핑 크림, 느끼함, 실망",002000000000
비싼 가격에 비해 퀄리티는 편의점 케이크랑 다를 게 없네요.,케이크,Negative,"가격 대비 저퀄리티, 편의점 수준",002000000000
생크림 케이크는 그냥 무난한 맛이고 특별히 튀는 건 없어요.,케이크,Neutral,"무난한 맛, 보통",003000000000
딸기 케이크에 딸기 양은 적당한 수준인 것 같습니다.,케이크,Neutral,"적당한 딸기 양, 보통",003000000000
케이크 디자인은 요즘 흔히 볼 수 있는 심플한 스타일이에요.,케이크,Neutral,"심플한 디자인, 보통",003000000000
치즈 케이크는 커피랑 같이 먹기에 나쁘지 않은 정도입니다.,케이크,Neutral,"나쁘지 않은 맛, 보통",003000000000
티라미수는 상상할 수 있는 일반적인 카페 티라미수 맛임.,케이크,Neutral,"일반적인 맛, 보통",003000000000
시트가 아주 부드럽진 않지만 그렇다고 퍽퍽하지도 않아요.,케이크,Neutral,"적당한 시트 식감, 보통",003000000000
초코 케이크는 단맛이 적당해서 무난하게 먹기 좋습니다.,케이크,Neutral,"적당한 단맛, 무난함",003000000000
조각 케이크 가격은 이 근처 카페들이랑 비슷한 수준이에요.,케이크,Neutral,"주변과 비슷한 가격, 보통",003000000000
홀케이크 예약은 최소 이틀 전에는 해야 한다고 하네요.,케이크,Neutral,"예약 안내, 정보 전달",003000000000
타르트 종류는 매일 조금씩 바뀌는 것 같으니 확인해 보세요.,케이크,Neutral,"종류 변경 안내, 정보",003000000000
얼그레이 케이크 향은 은은하게 나는 편이라 호불호 없을 듯.,케이크,Neutral,"은은한 향, 호불호 없을 듯",003000000000
크림 양이 시트보다 많은 편이라 부드러운 거 좋아하면 맞음.,케이크,Neutral,"크림 비중 높음, 개인 취향 차이",003000000000
당근 케이크에 견과류가 씹히는 평범한 스타일의 케이크임.,케이크,Neutral,"평범한 스타일, 보통",003000000000
생일용 초는 매장에서 별도로 판매하고 있으니 참고하세요.,케이크,Neutral,"초 별도 판매, 정보 제공",003000000000
무스 케이크는 차갑게 먹어야 맛있는 기본적인 맛입니다.,케이크,Neutral,"차가운 온도, 기본적인 맛",003000000000
케이크 쇼케이스가 깨끗하게 관리되고 있어 보기 좋네요.,케이크,Neutral,"쇼케이스 관리, 보통",003000000000
레드벨벳 케이크는 단맛보다는 짠맛이 살짝 느껴지는 편임.,케이크,Neutral,"레드벨벳 특성, 보통",003000000000
케이크 위에 과일 토핑은 시즌에 따라 달라진다고 합니다.,케이크,Neutral,"시즌 토핑 변경, 정보",003000000000
많이 달지 않아서 디저트로 가볍게 먹기에는 괜찮은 듯요.,케이크,Neutral,"가벼운 디저트, 보통",003000000000
밤 케이크는 가을 시즌에만 나오는 한정 메뉴라고 하네요.,케이크,Neutral,"시즌 한정 메뉴, 정보",003000000000
케이크 장식은 화려하지 않고 깔끔하게 마무리되어 있음.,케이크,Neutral,"깔끔한 장식, 보통",003000000000
샤인머스캣 당도는 평균 정도이고 크림이랑 잘 어울려요.,케이크,Neutral,"평균 당도, 무난한 조화",003000000000
케이크 상자는 심플한 하얀색 종이 박스에 담아줍니다.,케이크,Neutral,"심플한 포장 박스, 보통",003000000000
초코 무스 질감은 부드럽기보다 약간 묵직한 편에 속함.,케이크,Neutral,"묵직한 질감, 보통",003000000000
쉬폰 케이크는 가벼운 식감이라 배불러도 잘 들어가네요.,케이크,Neutral,"가벼운 식감, 보통",003000000000
케이크 크기는 1호 사이즈가 가장 기본이고 인기 많대요.,케이크,Neutral,"사이즈 정보, 인기 메뉴 안내",003000000000
쑥 케이크는 쑥 향이 너무 강하지 않아서 입문용으로 좋음.,케이크,Neutral,"적당한 쑥 향, 무난함",003000000000
예약 픽업 시간 맞춰가면 미리 포장되어 있어 바로 받아요.,케이크,Neutral,"빠른 픽업 시스템, 보통",003000000000
생크림은 매일 아침 매장에서 직접 휘핑하신다고 합니다.,케이크,Neutral,"매일 휘핑, 정보 전달",003000000000
비주얼은 평범하지만 기본에 충실한 그런 케이크 맛입니다.,케이크,Neutral,"기본 충실, 무난한 맛",003000000000
휘낭시에 겉면이 쫀득하고 속은 촉촉해서 식감이 예술입니다.,SNACK,Positive,"휘낭시에, 쫀득, 식감 예술",000000000000
쿠키에 초코칩이랑 견과류가 아낌없이 들어가서 정말 고소해요.,SNACK,Positive,"쿠키, 초코칩 견과류 가득, 고소",000000000000
마들렌에서 은은한 레몬 향이 나는데 정말 상큼하고 맛있네요.,SNACK,Positive,"마들렌, 레몬 향, 상큼",000000000000
까눌레 겉바속촉의 정석이네요. 탄 맛 없이 달콤함이 깊어요.,SNACK,Positive,"까눌레, 겉바속촉, 정석",000000000000
스콘이 퍽퍽하지 않고 버터 풍미가 진해서 딸기잼이랑 딱입니다.,SNACK,Positive,"스콘, 버터 풍미, 잼이랑 딱",000000000000
에그타르트 필링이 푸딩처럼 부드럽고 비린내가 전혀 없어요.,SNACK,Positive,"에그타르트, 필링 부드러움, 비린내 없음",000000000000
구움과자 종류가 다양해서 골라 담는 재미가 쏠쏠합니다.,SNACK,Positive,"종류 다양, 골라 담는 재미",000000000000
수제 쿠키라 그런지 인위적인 단맛이 아니라 계속 손이 가네요.,SNACK,Positive,"수제 쿠키, 인위적이지 않은 단맛",000000000000
버터바가 아주 꾸덕하고 쫀득해서 당 충전하기에 최고예요.,SNACK,Positive,"버터바, 꾸덕쫀득, 당 충전 최고",000000000000
약과 쿠키 조합이 신선한데 맛까지 있어서 감탄했습니다.,SNACK,Positive,"약과 쿠키, 신선한 조합, 맛있다",000000000000
갓 구워 나온 휘낭시에 향기가 매장 가득 퍼져서 안 살 수가 없네요.,SNACK,Positive,"휘낭시에 향기, 매장 가득, 안 살 수 없음",000000000000
티라미수 쿠키는 처음 보는데 아이디어가 좋고 맛도 훌륭해요.,SNACK,Positive,"티라미수 쿠키, 아이디어 좋음, 훌륭",000000000000
여기 마카롱은 필링이 뚱뚱한데도 느끼하지 않고 적당히 달아요.,SNACK,Positive,"마카롱, 뚱뚱한 필링, 느끼하지 않음",000000000000
크럼블 케이크 위에 소보로가 바삭해서 씹는 맛이 최고입니다.,SNACK,Positive,"크럼블, 소보로 바삭, 씹는 맛",000000000000
황치즈 디저트 좋아하는데 여기는 치즈 맛이 정말 진하네요.,SNACK,Positive,"황치즈, 진한 맛, 디저트 추천",000000000000
브라우니가 정말 묵직하고 꾸덕해서 진한 초콜릿 맛을 느꼈어요.,SNACK,Positive,"브라우니, 묵직꾸덕, 진한 초콜릿",000000000000
프레첼에 붙은 소금이 포인트가 되어 단짠단짠 매력이 넘칩니다.,SNACK,Positive,"프레첼, 소금 포인트, 단짠단짠",000000000000
선물용으로 구움과자 세트 샀는데 포장도 예쁘고 다들 맛있다네요.,SNACK,Positive,"구움과자 세트, 포장 예쁨, 다들 맛있다 함",000000000000
러스크가 너무 딱딱하지 않고 바삭하게 잘 구워져서 간식으로 딱입니다.,SNACK,Positive,"러스크, 바삭하게, 간식으로 딱",000000000000
빨미까레 결이 살아있고 초코 코팅이 고급스러운 맛이에요.,SNACK,Positive,"빨미까레, 결 살아있음, 고급스러운 초코",000000000000
파운드 케이크가 밀도가 높으면서도 목 막히지 않고 부드러워요.,SNACK,Positive,"파운드 케이크, 밀도 높음, 부드러움",000000000000
비건 쿠키라는데 일반 쿠키보다 훨씬 담백하고 맛있어서 놀랐습니다.,SNACK,Positive,"비건 쿠키, 담백하고 맛있음, 놀람",000000000000
샤브레 쿠키가 입안에서 부드럽게 부서지는 느낌이 너무 좋아요.,SNACK,Positive,"샤브레, 부드럽게 부서짐, 느낌 좋음",000000000000
얼그레이 휘낭시에 향이 너무 고급스러워서 자꾸 생각나네요.,SNACK,Positive,"얼그레이 향, 고급스러움, 자꾸 생각남",000000000000
구움과자들이 전반적으로 재료를 아끼지 않은 느낌이라 만족스럽습니다.,SNACK,Positive,"재료 아끼지 않음, 전반적 만족",000000000000
츄러스가 갓 튀겨져 나와서 따끈하고 시나몬 설탕이 환상입니다.,SNACK,Positive,"츄러스, 따끈, 시나몬 설탕 환상",000000000000
그래놀라를 직접 만드시나 봐요. 요거트에 넣어 먹으니 꿀맛이네요.,SNACK,Positive,"직접 만든 그래놀라, 꿀맛",000000000000
쿠키 샌드 안에 든 크림이 신선해서 느끼함이 전혀 없습니다.,SNACK,Positive,"쿠키 샌드, 크림 신선, 느끼함 없음",000000000000
바나나 브레드가 촉촉하고 과일 향이 진해서 커피랑 잘 어울려요.,SNACK,Positive,"바나나 브레드, 촉촉, 커피와 조화",000000000000
여기 오면 디저트는 무조건 1인 1개 해야 합니다. 너무 맛있어요.,SNACK,Positive,"1인 1디저트 필수, 너무 맛있음",000000000000
휘낭시에가 너무 질겨서 고무 씹는 줄 알았습니다. 실망이에요.,SNACK,Negative,"휘낭시에 질김, 고무 씹는 느낌, 실망",000000000000
쿠키가 너무 딱딱해서 이빨 나가는 줄 알았어요. 오버쿡 된 듯.,SNACK,Negative,"쿠키 너무 딱딱, 이빨 나갈 뻔, 오버쿡",000000000000
마들렌이 푸석푸석해서 한 입 먹자마자 가루가 다 날리네요.,SNACK,Negative,"마들렌 푸석푸석, 가루 날림, 별로",000000000000
까눌레 속이 너무 떡진 것처럼 눅눅해서 식감이 최악이었습니다.,SNACK,Negative,"까눌레 눅눅, 떡진 식감, 최악",000000000000
스콘에 버터 맛은 안 나고 밀가루 생내만 나서 다 남겼어요.,SNACK,Negative,"스콘, 밀가루 생내, 다 남김",000000000000
에그타르트에서 계란 비린내가 너무 심해서 한 입 먹고 버렸습니다.,SNACK,Negative,"에그타르트, 비린내 심함, 버림",000000000000
구움과자들 가격이 너무 비싼데 크기는 진짜 엄지손가락만 하네요.,SNACK,Negative,"가격 비쌈, 크기 너무 작음",000000000000
마카롱 꼬끄가 너무 딱딱해서 쫀득한 맛이 하나도 없습니다.,SNACK,Negative,"마카롱 꼬끄 딱딱, 쫀득함 없음",000000000000
버터바가 기름지기만 하고 풍미가 전혀 느껴지지 않네요.,SNACK,Negative,"버터바 기름짐, 풍미 없음",000000000000
쿠키가 너무 달아서 혀가 마비될 정도예요. 설탕 덩어리 같습니다.,SNACK,Negative,"너무 달아서, 설탕 덩어리",000000000000
갓 구운 줄 알고 샀는데 다 식어있고 눅눅해서 돈 아까웠어요.,SNACK,Negative,"식어있고 눅눅함, 돈 아까움",000000000000
황치즈 쿠키인데 치즈 맛보다는 색소 맛만 강하게 나네요.,SNACK,Negative,"치즈 맛 부족, 색소 맛 강함",000000000000
브라우니가 너무 건조해서 브라우니라기보다 마른 빵 같아요.,SNACK,Negative,"건조한 브라우니, 마른 빵 느낌",000000000000
디저트 진열대에 덮개가 없어서 위생상 좀 찝찝했습니다.,SNACK,Negative,"진열대 덮개 없음, 위생 찝찝",000000000000
구움과자 종류는 많은데 다 맛이 비슷비슷해서 개성이 없어요.,SNACK,Negative,"종류만 많고, 개성 없음",000000000000
파운드 케이크가 목이 너무 막혀서 커피 없이는 못 먹을 수준입니다.,SNACK,Negative,"목 막힘, 못 먹을 수준",000000000000
러스크가 너무 기름을 많이 먹어서 한 입 먹으면 느끼함이 올라와요.,SNACK,Negative,"기름 많이 먹음, 느끼함",000000000000
수제라고 하는데 기성품 맛이랑 다를 게 전혀 없어서 실망스럽네요.,SNACK,Negative,"기성품 맛, 실망스러움",000000000000
초코 코팅이 입에서 겉돌고 저렴한 초콜릿 맛이라 별로였어요.,SNACK,Negative,"초콜릿 겉돔, 저렴한 맛, 별로",000000000000
크럼블이 다 으스러져서 먹기가 너무 불편하고 지저분해져요.,SNACK,Negative,"다 으스러짐, 먹기 불편, 지저분",000000000000
마들렌 배꼽도 하나도 안 올라오고 그냥 평범한 빵 수준입니다.,SNACK,Negative,"배꼽 안 올라옴, 평범한 빵",000000000000
선물 세트 구성이 너무 부실해서 선물했다가 민망할 뻔했네요.,SNACK,Negative,"세트 구성 부실, 민망함",000000000000
츄러스가 너무 기름에 쩔어 있어서 눅눅하고 맛없습니다.,SNACK,Negative,"기름에 쩔어 있음, 눅눅함, 맛없음",000000000000
얼그레이 향이 너무 인위적이라 화장품 냄새처럼 느껴졌어요.,SNACK,Negative,"인위적 향, 화장품 냄새",000000000000
구움과자가 전반적으로 너무 작아서 가격 대비 만족도가 낮습니다.,SNACK,Negative,"크기 너무 작음, 만족도 낮음",000000000000
타르트지가 눅눅해서 바삭한 맛이 전혀 느껴지지 않았습니다.,SNACK,Negative,"타르트지 눅눅, 바삭함 없음",000000000000
쿠키 안에 견과류가 너무 적어서 씹는 맛이 하나도 없네요.,SNACK,Negative,"견과류 적음, 씹는 맛 없음",000000000000
휘낭시에 밑면이 다 타서 쓴맛만 강하게 났습니다.,SNACK,Negative,"밑면 탐, 쓴맛 강함",000000000000
비건 디저트라 그런지 너무 푸석하고 맛이 너무 없어서 당황했어요.,SNACK,Negative,"푸석함, 맛없어서 당황",000000000000
디저트들이 대체적으로 너무 달아서 아메리카노 필수입니다.,SNACK,Negative,"너무 달아서, 아메리카노 필수",000000000000
휘낭시에 크기는 적당하고 맛은 그냥 무난한 편입니다.,SNACK,Neutral,"적당한 크기, 무난한 맛",000000000000
쿠키 종류가 꽤 있어서 취향대로 고를 수 있는 건 좋네요.,SNACK,Neutral,"종류 꽤 있음, 취향대로",000000000000
마들렌 맛은 어디서나 먹어볼 수 있는 평범한 수준입니다.,SNACK,Neutral,"어디서나 먹을 맛, 평범",000000000000
구움과자들이 전체적으로 자극적이지 않고 삼삼합니다.,SNACK,Neutral,"자극적이지 않음, 삼삼함",000000000000
스콘에 잼이 기본으로 제공되지 않아서 따로 주문해야 해요.,SNACK,Neutral,"잼 미제공, 따로 주문",000000000000
에그타르트 크기가 생각보다 작아서 한 입에 다 들어갑니다.,SNACK,Neutral,"크기 생각보다 작음, 한 입 거리",000000000000
구움과자 선물 포장비가 별도로 추가되니 참고하세요.,SNACK,Neutral,포장비 별도 추가,000000000000
수제 쿠키라 그런지 모양이 조금 투박한 느낌은 있네요.,SNACK,Neutral,"수제 쿠키, 투박한 모양",000000000000
버터바 식감이 적당히 쫀득한 정도라 먹기에 나쁘지 않아요.,SNACK,Neutral,"적당한 식감, 나쁘지 않음",000000000000
디저트들이 단맛이 강하지 않아서 가볍게 먹기 좋습니다.,SNACK,Neutral,"단맛 강하지 않음, 가볍게",000000000000
휘낭시에 종류별로 가격 차이가 조금씩 있는 편입니다.,SNACK,Neutral,종류별 가격 차이,000000000000
마카롱 필링이 적당히 들어있는 기본적인 형태입니다.,SNACK,Neutral,"적당한 필링, 기본적인 형태",000000000000
브라우니는 따뜻하게 데워달라고 하면 데워주시는 것 같아요.,SNACK,Neutral,"데워주심, 보통",000000000000
디저트가 소진되는 속도가 빨라서 오후에 가면 없을 수도 있어요.,SNACK,Neutral,"소진 속도 빠름, 오후 품절 주의",000000000000
쿠키의 질감은 바삭하기보다 부드러운 쪽에 가깝습니다.,SNACK,Neutral,부드러운 질감,000000000000
파운드 케이크는 슬라이스로도 팔아서 부담 없이 먹기 좋네요.,SNACK,Neutral,"슬라이스 판매, 부담 없음",000000000000
그냥 동네 카페에서 흔히 볼 수 있는 구움과자 구성입니다.,SNACK,Neutral,"흔한 구성, 보통",000000000000
구움과자 포장 용기가 심플해서 그냥 선물하기 괜찮아요.,SNACK,Neutral,"심플한 포장, 선물용 괜찮음",000000000000
에그타르트지는 페이스트리 형태라 가루가 좀 떨어지는 편입니다.,SNACK,Neutral,"페이스트리 형태, 가루 떨어짐",000000000000
까눌레는 하루에 나오는 수량이 한정되어 있다고 하네요.,SNACK,Neutral,"수량 한정, 구매 안내",000000000000
디저트들이 커피랑 같이 먹기에는 딱 적당한 당도입니다.,SNACK,Neutral,"적당한 당도, 커피와 어울림",000000000000
마들렌 시트러스 향이 은은하게 나는데 강하진 않아요.,SNACK,Neutral,"은은한 향, 보통",000000000000
수제 디저트치고는 가격이 적당한 수준인 것 같습니다.,SNACK,Neutral,적당한 가격 수준,000000000000
구움과자 보관 방법이 적힌 종이를 같이 넣어주시네요.,SNACK,Neutral,보관 방법 안내,000000000000
츄러스는 시나몬 가루 양을 조절해서 묻힐 수 있어 좋아요.,SNACK,Neutral,시나몬 조절 가능,000000000000
과자들 크기가 아담해서 여러 개 사도 큰 부담은 없네요.,SNACK,Neutral,"아담한 크기, 부담 없음",000000000000
스콘은 플레인 맛이 가장 기본적이고 무난한 것 같아요.,SNACK,Neutral,"플레인 스콘, 무난",000000000000
디저트 코너가 따로 마련되어 있어 직접 골라 담으면 됩니다.,SNACK,Neutral,셀프 선택 시스템,000000000000
구움과자 식감이 전반적으로 평이해서 실패는 없을 듯해요.,SNACK,Neutral,"평이한 식감, 실패 없을 듯",000000000000
딱 상상할 수 있는 그런 기본적인 구움과자의 맛입니다.,SNACK,Neutral,"기본적인 맛, 예상 가능",000000000000
푸딩이 정말 탱글탱글하고 커스터드 맛이 진해서 감동했어요.,기타디저트,Positive,"푸딩, 탱글탱글, 커스터드 진함",000001000000
젤라또 식감이 아주 쫀득하고 원재료의 맛이 잘 살아있습니다.,기타디저트,Positive,"젤라또, 쫀득함, 원재료 맛",000001000000
요거트 볼에 과일이랑 그래놀라가 풍성해서 한 끼 식사로도 충분해요.,기타디저트,Positive,"요거트 볼, 풍성함, 식사 대용",000001000000
파르페 비주얼이 너무 예뻐서 먹기 아까울 정도였습니다.,기타디저트,Positive,"파르페, 예쁜 비주얼, 만족",000001000000
판나코타가 입안에서 사르르 녹고 소스랑 조화가 아주 좋네요.,기타디저트,Positive,"판나코타, 녹는 식감, 조화 굿",000001000000
수제 양갱이라 그런지 과하게 달지 않고 식감이 아주 고급져요.,기타디저트,Positive,"수제 양갱, 적당한 단맛, 고급진 식감",000001000000
크림 브륄레 윗면 톡 깨서 먹는 재미도 있고 맛도 정말 진해요.,기타디저트,Positive,"크림 브륄레, 깨는 재미, 진한 맛",000001000000
그릭 요거트가 정말 꾸덕해서 딱 제가 찾던 스타일입니다.,기타디저트,Positive,"그릭 요거트, 꾸덕함, 취향 저격",000001000000
여기 팥빙수 팥을 직접 쑤시는 것 같아요. 알이 살아있고 맛있네요.,기타디저트,Positive,"직접 쑨 팥, 알이 살아있음, 맛있다",000001000000
티라미수 푸딩은 처음인데 아이디어가 신선하고 맛도 훌륭해요.,기타디저트,Positive,"티라미수 푸딩, 신선함, 훌륭",000001000000
셔벗이 너무 상큼해서 입안을 깔끔하게 정리해 주는 기분입니다.,기타디저트,Positive,"셔벗, 상큼함, 입안 깔끔",000001000000
말차 푸딩의 쌉싸름한 맛이 생크림이랑 너무 잘 어울려요.,기타디저트,Positive,"말차 푸딩, 쌉싸름함, 생크림 조화",000001000000
디저트 데코레이션이 예술이라 사진 찍으면 정말 잘 나와요.,기타디저트,Positive,"데코레이션 예술, 사진 잘 나옴",000001000000
과일 젤리에 과육이 큼직하게 들어있어서 씹는 맛이 좋네요.,기타디저트,Positive,"과일 젤리, 과육 큼직, 씹는 맛",000001000000
이곳만의 특색 있는 디저트 메뉴가 많아서 올 때마다 즐겁습니다.,기타디저트,Positive,"특색 있는 메뉴, 올 때마다 즐거움",000001000000
쌀 푸딩 식감이 독특하고 고소해서 자꾸 생각나는 맛이에요.,기타디저트,Positive,"쌀 푸딩, 독특한 식감, 고소함",000001000000
아포가토에 올라가는 아이스크림이 상하목장이라 정말 진하네요.,기타디저트,Positive,"아포가토, 진한 아이스크림, 상하목장",000001000000
초코 무스가 아주 진하고 부드러워서 스트레스가 다 풀립니다.,기타디저트,Positive,"초코 무스, 진하고 부드러움, 스트레스 풀림",000001000000
디저트 접시나 소품 하나하나 신경 쓴 게 느껴져서 대접받는 기분이에요.,기타디저트,Positive,"신경 쓴 소품, 대접받는 기분",000001000000
계절마다 디저트 라인업이 바뀌어서 매번 새로운 맛을 느낄 수 있어요.,기타디저트,Positive,"계절별 라인업, 매번 새로움",000001000000
흑임자 푸딩의 고소함이 입안 가득 퍼지는 게 정말 일품입니다.,기타디저트,Positive,"흑임자 푸딩, 고소함 일품",000001000000
젤라또 양도 넉넉하게 주시고 서비스로 맛보기 한 스푼 더 주셔서 감동!,기타디저트,Positive,"넉넉한 양, 서비스 감동",000001000000
요거트 베이스가 신선해서 그런지 전혀 시지 않고 담백해요.,기타디저트,Positive,"신선한 요거트, 담백함",000001000000
디저트들이 전반적으로 비주얼뿐만 아니라 맛도 확실히 챙겼네요.,기타디저트,Positive,비주얼과 맛 모두 만족,000001000000
이곳 시그니처 디저트는 무조건 드셔보세요. 어디서도 못 본 맛입니다.,기타디저트,Positive,"시그니처 디저트, 독보적인 맛",000001000000
타피오카 펄이 아주 쫄깃하게 잘 삶아져서 먹기 좋았습니다.,기타디저트,Positive,"타피오카 펄, 쫄깃함, 만족",000001000000
수플레 팬케이크가 구름처럼 퐁신퐁신하고 입에서 사라지네요.,기타디저트,Positive,"수플레 팬케이크, 퐁신퐁신, 사라지는 맛",000001000000
디저트가 너무 예뻐서 선물용으로 샀는데 받는 사람이 너무 좋아했어요.,기타디저트,Positive,"예쁜 디저트, 선물용 추천",000001000000
카이막의 풍미가 진하고 같이 나오는 꿀이랑 빵 조화가 미쳤어요.,기타디저트,Positive,"카이막 풍미, 조화 미쳤음",000001000000
