text,text_en
성수 다니면서 잘 쉬었습니다. (여행중),I had a good rest while visiting Seongsu. (Traveling)
"🙂 차들도 모두 맛있고, 뷰도 너무 좋아서 기분좋게 책을 읽을 수 있었어요.","🙂 All the teas were delicious, and the view was so nice that I was able to read the book comfortably."
사람 너무 많고 음악이 시끄러워요 인테리어랑 진짜 안 어울리게 에스파 whiplash 같은거 빵빵하게 나오네여,"There are too many people and the music is loud. It doesn't really match the interior, and there's a lot of Espa whiplash or something like that."
다음에도 재방문 하고 싶습니다,I would like to visit again next time
성수동 또 가면 들리고 싶네요,I want to stop by when I go to Seongsu-dong again.
처음에 까눌레 하나씩 주는거 말고는 따로 같이나오는 마카롱도 이젠 없는거 같구요.,"Other than the first canelé provided, I don't think there are any macaroons that come separately anymore."
꽃집을 같이 하시는 건지 매장에 꽃이 가득해서 더 예쁘고 좋은 공간이었어요.,"Perhaps because they run a flower shop together, the store was full of flowers, making it a prettier and nicer space."
또 한개는 사촌언니남친오셔서 드렸당!,I gave another one to my cousin and her boyfriend when they came!
소금빵유명해서 가본곳이에요,I went there because it was famous for salt bread.
엔시티 드림이라는 그룹의 재민 생일이라서 갔능데 너무 좋아요!!,"I went because it was Jaemin's birthday from a group called NCT Dream, and I loved it!!"
"더티초코롤은 진한 초코맛이 매력적이었고, 롱블랙과 함께 먹으면 밸런스가 괜찮아 잘 어울렸습니다.","The dirty chocolate roll had an attractive rich chocolate flavor, and when eaten with long black, it was well balanced and went well together."
겨울이라 따뜻한 블랙 밀크티 ~,Warm black milk tea because it’s winter~
빵 너무너무 맛있고 커피도 합리적인가격이라 좋습니다!,The bread is so delicious and the coffee is reasonably priced too!
"김사홍바리스타님이 오신다고 해서 찾아왔는데요, 세트 음료가 다 특색 있고 맛있지만 그 중에 에스프레소가 정말 인상적이었습니다!","I came here because barista Kim Sahong was coming. The set drinks were all unique and delicious, but the espresso was really impressive!"
그건 둘째치고 주문받으신 저 직원분 솔직히 마음상했습니다.,"Aside from that, I was honestly upset with the employee who took my order."
가족여행으로 성수동에 왔는데 인테리어도 좋고 깨끗하고 빵이 맛있었어요 :),"I came to Seongsu-dong on a family trip, and the interior was nice and clean, and the bread was delicious :)"
편하게 얘기할 수 있고 성수동을 내려다볼 수 있는 통유리창이 있어서 시원시원하고 좋아요,It's nice and cool because you can talk comfortably and there's a full-length glass window that overlooks Seongsu-dong.
받아서 대기줄에서 대기하다가 소금빵 받아가면 돼요!,All you have to do is wait in line and get the salt bread!
한교동 생일카페로 방문했는데 매장도 넓고 깨끗하고 직원분들도 너무 친절하셔서 좋은 기억만 남았네요!,"I visited the birthday cafe in Hangyo-dong, and the store was spacious and clean, and the staff were very friendly, so I only had good memories!"
매장이 깨끗하고 노래가 좋아요,The store is clean and the songs are good.
"품절된 물품이 재입고 되지 않는것부터 어이없었는데 그래서 있는 거라곤 키링 몇 개, 수저, 필터샤워기, 노트, 양말, 랜덤교동이가챠 19000원, 카드지갑인지 뭔지, 인형은 컵모양 딱 하나 남아있음.","It was ridiculous that sold out items were not restocked, so all I had were a few key rings, a spoon, a shower filter, a notebook, socks, a random Kyo-dong gacha worth 19,000 won, a card wallet or something, and there was only one doll left in the shape of a cup."
분위기가 너무 좋아요.,I really like the atmosphere.
뭐 이 시간대 오신 손님이 테이블을 두드리며 웃으실 만큼 시끄러우신 분이긴 했어요 .,"Well, the customer who came at this time was so loud that he was banging on the table and laughing."
다만 무조건 1세트(4개입)에 포장용기 아예 없구 줄 서서 기다리면서 먹을 만큼은 아닌 것 같아용,"However, I don't think it's enough to eat while waiting in line because there is no packaging container for one set (4 pieces)."
붐비지 않아서 대화하기 좋습니다,It's not crowded so it's good for conversation
평일이라 바로입장가능했고 분위기가 좋아서 너무 좋았어요,"Because it was a weekday, I was able to get in right away, and I really liked the atmosphere."
"다른데 소금빵은 3,300원이나 3,800원도 많이 봤는데 하루 7,000개 파는 개 핫 유명한곳치고는 저렴한편이라 강츄","I've seen other salt breads cost 3,300 won or 3,800 won, but I highly recommend it because it's cheap for a famous place that sells 7,000 pieces a day."
오리지널 마셨는데 너무 달지 않으면서 라이트한 맛이었어요~,I drank the original and it was light and not too sweet.
본점에서 커피 오마카세를 정말 기분좋게 경험했던 기억이 있어 지인에게 소개해주려 방문하게 되었습니다.,"I had a really pleasant experience with coffee omakase at the main branch, so I decided to visit to introduce it to a friend."
카페가 넘쳐나는 성수에서도 실패없을 맛을 가진 곳:) 테이크아웃만되는 공간입니다용..,"Even in Seongsu, which is overflowing with cafes, this is a place where you can't go wrong with delicious food :) This is a take-out only space."
평일에는 그래도 10-15분 내로 받을 수 있는 것 같습니다,I think I can still get it within 10-15 minutes on weekdays.
성수역에서 여기 카페가 그래도 한적하고 디저트도 많고 좋은 것 같아용!,"I think this cafe in Seongsu Station is quiet, has a lot of desserts, and is good!"
점심을 많이 먹은 후 사서 바로 못먹고 오후 내 들고 다녔더니 깜찍한 봉지가 많이 구겨졌지만 그 안 소금빵은 안전했답니다,"I bought it after a big lunch and couldn't eat it right away. I carried it around in the afternoon and the cute bag was very wrinkled, but the salt bread inside was safe."
스테포스트 브라운라떼가 제일맛있구요 디저트중에선 치즈테린느가 진짜 맛있네요,"The Steppost Brown Latte is the most delicious, and among the desserts, the cheese terrine is really delicious."
버터향 그윽하고 넘나 맛나부려요!!,It smells like butter and is so delicious!!
"생일케익 구매하려고 방문했어요, 귀여운 초도 다양하고 파티할 소품도 있어 한번에 구매할 수 있어 좋은 것 같아요","I came here to buy a birthday cake. There are a variety of cute candles and party props, so it's nice to be able to buy them all at once."
"⏳네이버 예약으로 아이디1개당 최대2인 예약 가능, 타임별 50분 이용, 생각보다 시간이 촉박했는데 다행히 네컷사진은 밖에 있어서인지 시간 초과해도 이용할 수 있었어요!","⏳With Naver reservation, you can make a reservation for up to 2 people per ID, 50 minutes per time, time was tighter than I thought, but fortunately, the four-shot photo was outside, so I was able to use it even after the time limit!"
매장이 넓어서 주말인데 웨이팅 없이 들어와서 좋아요~!,"The store is large, so it’s nice to be able to come in without waiting even on the weekend!"
카페에서 직접 마시지는 못했지만 잘 꾸며 놓았더라구요!,"I didn't get to drink it directly at the cafe, but it was well decorated!"
- 쫠깃 쫠깃 하면서 달달하면서 짭짭하니 #존맛#디저트#소금빵#성수#뚝섬#빵,"- Chewy, sweet and salty #Delicious taste #Dessert #Salt bread #Seongsu #Ttukseom #Bread"
추운 날씨였는데 따뜻한 차와 함께 대화 나누기에 좋은 공간이었네요!,"It was cold, but it was a great place to have a conversation with warm tea!"
분위기 좋고 시원하고 테이블도 많고 콜드브루 디카페인 맛있네요,"The atmosphere is nice and cool, there are a lot of tables, and the cold brew decaf is delicious."
공간도 넓적하고 콘센트도 완비되어 있어 좋습니다,"The space is spacious and fully equipped with outlets, which is nice."
늘 분위기 좋은 음악과 넓직한 공간이 매력적인 구테로이테!,Guteroite is always attractive with good music and spacious space!
에스프레소 진하고 풍미 좋습니다.,The espresso is strong and flavorful.
내부도 깔끔했지만 외부 자리에서 거리구경하며 마시니 더 좋았습니다 :),"The inside was clean, but it was even better to drink outside while looking out at the street :)"
특이하고 힙한 곳이에요!,It’s a unique and hip place!
동네 커피숍이라서 자주 오는데 매번 새로운 메뉴도 있고 분위기가 좋아요~,"I come here often because it's a local coffee shop, and there's always a new menu and a great atmosphere."
소금빵에 앙버터에 있던 버터 발라먹으니 쫀득쫀득 천국의 맛이네요,"When I spread the butter from the butter on the salt bread, it was chewy and tasted like heaven."
인테리어 감각이 살아있는 곳,A place with a vivid sense of interior design
볶은 쌀맛이 그렇게 맛있다고 슬러시를 못 마셔서 아쉽지만 또 올게요!,"It's a shame I couldn't drink the slush because the roasted rice tasted so good, but I'll come again!"
가장 중요한 건 1개씩 못 사요!,The most important thing is that you can’t buy one at a time!
아이스 코코넛 밀크 커피 시켰는데 코코넛이 살짝 씹혀서 맛있었어요!,I ordered iced coconut milk coffee and the coconut was slightly chewy and it was delicious!
말차라떼 조금 질린다,I'm a little tired of matcha latte.
이 강해서 처음부터 끝까지 먹는 내내 땅콩비린내가 나서 좀 아쉬웠네요,"It was so strong that it smelled like peanuts the whole time I was eating it, which was a bit disappointing."
카페크레마 진심 크림 입에닿는순간 부드러워서 깜짝놀라는데 더 마시면 달달한 커피가 같이 들어와서 그 조화가 아주 놀라워요!,"The moment you touch the Cafe Crema Serious Cream, you are surprised at how soft it is, but as you drink more, the sweet coffee comes in and the combination is truly amazing!"
성수가 젊은 사장님들의 기획 전쟁터이지만 근본적인 맛이 부족하면 결국 소비자는 마케팅을 제외하고 본질로 선택라게된다.,"Seongsu is a planning battleground for young business owners, but if it lacks fundamental taste, consumers end up choosing based on its essence, excluding marketing."
휘낭시에 빵은 말랐다는 새로운 경험이였어요,It was a new experience that the bread was dry during Hwinang.
점심 먹으러 가는길에 들렀는데 줄이 길어서 어쩌나 고민했지만 단일메뉴에 테이크아웃 이라서 금방금방 차례가 와서 기다릴만했어요,"I stopped by on my way to lunch and the line was long so I was worried about what to do, but since it was a single menu and takeout, my turn came quickly so it was worth the wait."
• 💻좌석간 간격이 넓어 노트북 하기도 집중하기도 좋고 대화하기에도 좋아요 •,"• 💻The spacing between seats is wide, making it easy to work on a laptop, concentrate, and have a conversation •"
언제든 조용히 차 한잔 하고플때 생각나는 곳 커피는 없음,A place that comes to mind whenever I want to have a quiet cup of tea. There is no coffee.
지나다닐때마다 늘 사람이 많았아서 궁금했는데 오늘은 맘먹고 웨이팅해서 사봤어요,"I was curious because there were always a lot of people every time I passed by, but today I made up my mind and waited to buy something."
소금빵 맛집입니다!,This is a delicious salt bread restaurant!
와보고 싶었던곳인데 드뎌와보게되었어요♡,"It's a place I've always wanted to visit, and I finally got to see it♡"
"성수동 데이트하다 들렀는데 분위기도 좋고, 커피도 맛있어서 좋았어요",I stopped by Seongsu-dong on a date and it was nice because the atmosphere was nice and the coffee was delicious.
매장도 넓어서 시원하고 좋아요,The store is spacious and nice and cool.
이 날은 비교적 웨이팅이 짧아보여서 먹어봤는데 버터향도 진하고 풍미도 좋았어요!,"On this day, the wait seemed relatively short, so I tried it and it had a strong buttery aroma and flavor!"
나른한 오후 당충전에 제격인 디저트도 다양하네요~~,There are a variety of desserts that are perfect for filling up on a lazy afternoon.
게다가 차를 마시고 있으면 직원분이 오셔서 다시 한번 차를 우려서 가져다 주셔서 좋아요,"Plus, if you're drinking tea, the staff comes and brews the tea again and brings it to you, which is nice."
또가고 싶어요 줄서는 이유가 있어요 강추~,I want to go again. There's a reason there's a line. I highly recommend it~
"컵이 칵테일 느낌,,이라 그런지 맛도 칵테일 느낌,,?㉭","The cup feels like a cocktail,, Maybe because of that, the taste also feels like a cocktail,,?㉭"
"일단 공간이 시원하게 넓고, 음악 좋아요~","First of all, the space is cool and spacious, and the music is good~"
강남구청에만 있는 줄 알았는데 여기도 있네요,"I thought it was only at Gangnam-gu Office, but it’s here too."
오랜만에 들리는 카페 입니다,This is a cafe I haven't visited in a long time.
"성수 놀러왔다가 들렸는데, 들어오자마자 커피향도 너무 좋고 대화하기 좋았어요~","I stopped by while visiting Seongsu, and as soon as I came in, the smell of coffee was so good and it was nice to talk~"
성수카페 중 넘예쁘고 사랑스러운 헨리스플랏~ 영국가정식 카페라는데 인테리어가 멋져서 사진찍기에도 좋고 데이트하기 좋은곳 이에요,"Among Seongsu cafes, Henry's Plat is the prettiest and most lovely cafe. It's a British home-style cafe and the interior is nice, making it a great place to take pictures and go on a date."
여기 조용한 분위기에 스콘 맛있어요!,The scones here are delicious in a quiet atmosphere!
디자인이 심플하면서 모던해,The design is simple yet modern
"빵, 디저트 가격은 좀 있고 커피는 저렴한 편이예요.","Bread and desserts are a bit expensive, and coffee is cheap."
성수 갈때마다 재방문 의사 100000% 메뉴 하나고 테이크아웃 전문이라 줄 길어도 빨리 빠지는편!!,"Every time I go to Seongsu, I 100,000% plan to come back again. They only have one menu and they specialize in takeout, so even though the line is long, it gets crowded quickly!!"
시그니처를 마시고 싶었지만 크림이 안 땡기는 바람에 플랫화이트 마셨는데 오!!,"I wanted to drink the signature, but I didn't want cream, so I drank a flat white. Oh!!"
"메뉴는 하나 4개인 소금빵 12,000원 저녁 마감즈음 갔더니 6시반에 나온 거 가져가긴 했는데 소금빵 맛있는 편이었고 이미 쏘~~ 버터리한걸 먹어봐서 담백한 맛이었다!","One menu, 4 pieces of salt bread, 12,000 won. I went near the end of the evening and took the one that came out at 6:30, but the salt bread was delicious and I had already tried the buttery one, so it tasted light!"
고향 친구들이랑 오랜만에 만나서 성수에 왔다가 점심 먹고 커피 먹으러 들렀어요,"I met up with my hometown friends for the first time in a while, came to Seongsu, and stopped by for lunch and coffee."
항상 탈기탈기 맛나게 먹었던 곳이라 믿고 예약했습니다~,I made a reservation believing it was a place where I always had delicious food.
커피랑 디저트 다 맛있어요,Coffee and desserts are both delicious.
가게와 점원분들 복장도 무척 이국적인게 뭔가 소금빵만 20년 전념했을 듯한 기대감 만빵 소금빵이었어요.,"The store and the clerks' attire were also very exotic. It was a salt bread that filled with anticipation, as if they had dedicated themselves to salt bread for 20 years."
점심때 자주 방문하는곳인데 커피도 맛있고 디저트류도 맛있어요!,"I often visit this place for lunch, and the coffee and desserts are delicious!"
도쿄 느낌나는 디테일,Details reminiscent of Tokyo
"내부 매장는 없고 , 야외 테이블 있어요","There is no store inside, but there are outdoor tables."
매장에서 먹을 수 있는 곳은 없고 무조건 포장 1개 안되고 4개 1세트로만 구매 가능,"There is no place where you can eat it in the store, and you can only buy it in a set of 4, not 1 package at all times."
길가는데 풍기는 소금빵의 향을 그냥 지나칠순 없죠.,You can't just miss the scent of salt bread wafting along the street.
같으신 분에게 차를 추천받으면서 이것 저것 짧게 이야기 해주셨는데 차를 좋아하시는 분이라는게 확 느껴져서 뭔가 세계관 일치하는 느낌 같아서 좋았다.,"When I was recommended a car to a similar person, he briefly talked about this and that, and it was clear to me that he was a person who liked tea, so it felt like we had a similar world view, so I liked it."
항상 케이크 여기서맘 사요~,I always buy cakes here~
그리고 키오스크 먼저 계산하라고 좀 더 크게 써붙여놔야 할 듯요 줄 서있으니 그냥 뒤따라 줄서있는 사람이 더 많지않나요?,"Also, I think there should be a bigger sign telling people to check out at the kiosk first. Aren't there more people just waiting in line after people in line?"
줄이 길어서 좀 힘들었지만 맛있어요!,"It was a bit difficult because the line was long, but it was delicious!"
폭신하고 맛있었습니다~!,It was fluffy and delicious~!
🥐 마시는 물도 비치되어있어 좋아요~~!,🥐 It’s nice that drinking water is provided~~!
성수 소금빵 맛집이라고 해서 바로 줄서기 주말 2시 좀 넘었는데 사람이 별로 없어서 바로 구매했네요,"Since it was a famous Seongsu salt bread restaurant, I had to wait in line right away. It was a little after 2 o'clock on a weekend, but there weren't many people, so I bought it right away."
태태보러왔다가 달콤한 케이크도 먹고 좋았어요,I came to see Tae-tae and it was nice to eat sweet cake.
"😎 맛이 다양해서 카페에서는 오리지널 맛보고, 볶은쌀맛, 녹차맛, 군밤맛은 따로 사와서 마셔봤는데 하나같이 다 맛있잖아?","😎 There are a variety of flavors, so I tried the original at a cafe, and I bought and drank the roasted rice, green tea, and roasted chestnut flavors separately, and they are all delicious, right?"
티 따로 구매할 의향 있을 정도,I am willing to buy the tea separately.
커피뿐만 아니라 잘어울리는 디저트들도 다양~ 너무 좁아서 앉을 자리가 별로 없는 성수카페들과 달리 넓고 쾌적한 공간이라 대추천!,"Not only coffee, but also a variety of desserts that go well with it. Unlike Seongsu cafes, which are too narrow and don't have much space to sit, it's a spacious and comfortable space, so I highly recommend it!"
운 좋아서 멍뭉이도 쓰담쓰담 해주고 갑니다,I'm lucky enough to get a pat on the dog too.
주말 내내 먹으려고 잔뜩 사왔는데 너무 맛있어서 지금도 순삭중입니다!,"I bought a bunch to eat all weekend, and it was so delicious that I’m still eating it right now!"
바삭 쫄깃한 소금빵 취향인데 바로 나왔음에도 불구하고 그러진 않았어요..,"I like crunchy and chewy salt bread, but even though it came right away, it wasn't that good..."
그동안 전통차를 바탕으로 한 코스를 다녀보았었는데 커피로의 코스 프로그램은 이번이 처음이었구 커피에는 다소 문외한이었지만 레오 선생님의 친절한 응대와 더불어 커피 하나하나에 대한 상세한 설명 그리고 커피 전반적인 이야기를 나누며 즐거운시간이 만들어 진 것 같아 좋았습니다!!,"I have been taking courses based on traditional tea, but this was my first time taking a coffee course program, and although I was somewhat unfamiliar with coffee, it was nice to have a great time with Mr. Leo's kind response, detailed explanations of each coffee, and general discussion about coffee!!"
평일 저녁 6:30 저녁에 빵나오고 40분 정도 지나서 방문하니 15분 좀 넘게 기다려서 빵 받을 수 있었어요.,"I visited about 40 minutes after the bread was served at 6:30 on a weekday evening, so I had to wait a little over 15 minutes to receive the bread."
3일간만 게바를 한다해서 다녀왔는데 너무 다 맛있고 좋았어요!,"I went there because they said they only had crab for 3 days, and everything was so delicious and good!"
"자리마다 콘센트도 있고, 1-2인용 책상도 많이 구비되어있어 일하고 공부하기 좋을거같아요!","There are outlets at each seat, and there are plenty of desks for 1-2 people, so it's great for working and studying!"
"차마시기 좋은카페 차를 두번정도 우려주시고 (한번더 리필되니 꼭 두번드세요!) 주말저녁에 갓는데 아늑한느낌 넘조아요 손님들도 꽤있는편 현미녹차는 구수한맛, 호박차는 쌉쌀한맛","A great cafe for tea. Brew the tea twice (it gets refilled again, so be sure to drink it twice!) It's a cozy place to go on a weekend evening. There are quite a few customers. The brown rice green tea has a savory taste, and the pumpkin tea has a bitter taste."
",,, 양이 적고 가격이 비싸지만 너무 맛있어서 사서 회사 들어오면서 다마셨습니다,,,, 머쓱",",,, The quantity is small and the price is high, but it was so delicious that I bought it and drank it all on the way home from work.,,, Hesitantly."
성수올때마다 미팅이나 간단히 작업할때도 콘센트가 있어서 좋구요!,"Whenever I come to Seongsu, it's nice to have an outlet for meetings or even for simple work!"
테이크 아웃을 주로 하지만 안쪽으로 자리가 꽤 있어서 마시고 가기도 좋네요.,"It's mostly take out, but there's plenty of seating inside so it's nice to have a drink."
원데이클라스 관심있어요!!,I’m interested in one-day classes!!
이천 쌀 스무디도 자극적이지 않은 맛이고 보통적인 스무디처럼 곱게 갈린게 아니라 빨리 녹지 않아서 좋아요,"Icheon Rice Smoothie also has a non-irritating taste and is not finely ground like a regular smoothie, so I like it because it does not dissolve quickly."
같이 방문한 짝꿍이 디저트를 안 좋아해서 디저트는 거의 저 혼자만 먹는데 이건 맛있다고 80%를 짝꿍이 먹었어요,"My partner who visited with me doesn't like desserts, so I mostly ate desserts to myself, but this was so delicious that my partner ate 80% of it."
인테리어도 무언가 스러운듯 레트로 느낌이 물씬 나고 밖에서 빵을 판매하는 분들도 알프스 소녀 하이디 처럼 하고 계셔서 눈길을 끌었습니다.,"The interior also had a retro feel, and the people selling bread outside looked like the Alps girl Heidi, which caught my attention."
분위기 좋고 친절하시고 내부 인테리어가 쾌적해서 좋아요,"The atmosphere is nice and friendly, and the interior is pleasant."
옆에 시킨 에이드도 상큼톡톡해서 입안이 리프레시되는 느낌💛 비주얼도 예쁘고 맛까지 만족스러워서 재방문 예약입니다,"The ade I ordered next to it was refreshing and refreshing, so my mouth felt refreshed💛 It looks pretty and I am satisfied with the taste, so I am making a reservation for a repeat visit."
일행이 먼저 픽업 웨이팅한다해도 번호표가 따로 있어서 번호에 맞춰 기다려주셔야해요!,"Even if your group waits for pickup first, there is a separate number tag so you have to wait according to your number!"
"시그니처라떼 추천해주셨는데, 크림이 느끼하지 않고 맛있네요 :)","You recommended the Signature Latte, and the cream is delicious without being greasy :)"
소금빵 한때는 정말 좋아해서 여기저기서 엄청 사먹다가 요즘은 시들해졌었는데 올해 영종도에서 먹어본 뒤로 인생-소금빵 돼서 서울쪽 분점 종종 들릅니다,"I used to love salt bread so much that I bought a lot of it here and there, but these days I'm tired of it, but after trying it in Yeongjong Island this year, salt bread became my life and I often visit the branch in Seoul."
버터 가득 소금빵이에요~~,It’s salt bread full of butter~~
"따뜻하게 먹다가 실내가 햇빛받으면서 엄청 더워져서 얼음컵 요청드리니 바로 갖다주셨고, 얼음컵에 직접 옮겨주셔서 시원하게도 먹었는데 그것도 정말 맛있었어요 :) 도심 속 서촌같은 바이브 정말 최고,,💗","While I was eating it warm, the sun was shining and it got really hot inside, so I asked for an ice cup and they brought it to me right away. They even put it in an ice cup and ate it to cool me down, and it was really delicious :) The vibe like Seochon in the city is really the best,,💗"
강남 최고의 카페.♡♡♡,The best cafe in Gangnam.♡♡♡
그동안 인정 못했는데.,I couldn't admit it until now.
성수에도 구테로이테 생겨서 너무좋아요,I’m so glad that there’s a guteroite in Seongsu too.
시원하고 한적해서 좋아요!!,I like it because it’s cool and quiet!!
😉 날씨가 너무 더워서 실내에 앉았는데 선선할 때 오면 야외에 앉아 있는 것도 좋을 것 같아요,"😉 The weather was so hot that I sat inside, but I think it would be nice to sit outside when it's cooler."
"힝,, 엄청 기대하고 가서 웨이팅 하고 산건데,,, 쩝,,🥲","Hmm, I was really looking forward to it and had to wait to buy it,,, Wow,,🥲"
근데 남친이랑 둘만의 시간을 보내고싶은데 직원이 너무 졸졸 따라다니는느낌이 안훔쳐가요,"But I want to spend time alone with my boyfriend, but I don't feel like the staff is following me around."
회사 동료와 잠시 사무실을 벗어나 커피 마시면서 가볍게 업무도 할 겸 들렀습니다.,I stopped by with a co-worker to get out of the office for a while and drink coffee and do some light work.
냄새만 맡으면 엄청난 버터풍미가 가득 할거 같은데 막상 먹으면 딱히 맛있다라는 싶은 느낌은 없어서 실망했어요,"When I smelled it, it seemed like it would be full of amazing buttery flavor, but when I actually ate it, I was disappointed because it didn't feel particularly delicious."
성수동 내 차분한 차 카페.,A calm tea cafe in Seongsu-dong.
전시 보고 쿠폰 있어서 아아 겟!,I saw the exhibition and got a coupon so I got it!
너무 맛있었어요:-) 성수가면 꼭 사오는 소금빵 맛집❤️,It was so delicious:-) A must-buy salt bread restaurant when in Seongsu❤️
"노끈에 일일이 브랜드택 걸고 봉투 접고 노끈을 또 손잡이처럼 예쁘게 꼬고묶고… 낱개로는 안팔고 한봉투 네개 단위로만 파는데, 대개 몇 봉투씩 사가니까 줄이 빨리 줄지 않는 거였어요.","I put brand tags on each piece of twine, folded the envelope, and twisted and tied the twine neatly like a handle... They don't sell them individually, they only sell them in bags of four, but since you usually buy several bags at a time, the line doesn't go down quickly."
정작 제가 구매한 빵 봉지만 찍고 내용물을 안찍었는데 매장 안에 찍은 사진의 빵 모양과 동일하다고 보시면 돼요!,"Actually, I only took pictures of the bag of bread I bought, but I didn't take pictures of the contents, but you can see that it looks the same as the bread in the picture taken inside the store!"
친구들이랑 처음 왔는데 확실히 가게 인테리어가 이뻐요!!,"It was my first time coming here with my friends, and the interior of the store was definitely pretty!!"
바로 그자리에서 하나먹었으나 따뜻함없었음..,"I ate one right then and there, but it wasn't warm."
지나가다 모든사람이 들고잇는봉투와 냠샤에 홀랴 자연스러게 주문 따뜻한 갓나온 소금빵이야 덩연히맛잇겟다만 강조허듯이 버터가 좋은걸 서용햐서 그런지 풍미가 다르다,"As I was passing by, I was fascinated by the bags and yumsha that everyone was holding, so I naturally ordered warm, freshly made salt bread. It was obviously delicious, but as I emphasized, the flavor was different because I was used to having good butter."
외관이 넘 멋있어서 들어왔는데 음악과 조명이 너무좋고 무엇보다 커피가 너무 맛있네요.,"I came in because the exterior was really cool, but the music and lighting were really nice, and most of all, the coffee was really delicious."
"포장만 가능, 포장이 독특한 걸로 컨셉을 잘 잡아서 인기몰이 한 것도 있지만 소금빵도 맛있음!!","It is only available for take-out, and it has gained popularity due to its unique packaging and well-conceived concept, but the salt bread is also delicious!!"
차는 다 마실 때 쯤 직원 분이 새로 우려주셔서 충분히 즐길 수 있었습니다.,"By the time I finished drinking my tea, the staff had brewed a new one, so I was able to fully enjoy it."
쇼콜라는 맛이 너무 강하다고 할 정도로 맛이 많이 진하다고 합니다.,It is said that the taste of chocolate is so strong that some say it is too strong.
일단 버터를 진짜 듬뿍 쓴게 느껴지고 따뜻할때 먹으니 너무 맛있음,"First of all, you can feel that a lot of butter was used and it tastes really good when eaten while it is warm."
디저저트가 진짜 넘 맛있고 푸딩 부드럽고 케이크 살살 녹아요,"The dessert is really delicious, the pudding is soft and the cake melts easily."
재민이 생일기념 방문한 카페 !!,The cafe Jaemin visited to celebrate his birthday!!
"1. 매장: 매우 깔끔, 매우 차분(사람들 많아지니까 조금 시끌벅적해지긴 했지만, 분위기 자체는 그런 곳이 아님), 매우 정갈함.","1. Store: Very clean, very calm (it got a little noisy as there were more people, but the atmosphere itself was not like that), very neat."
시부모님 생신이시라 예쁜 케익 해드리고 싶어서 검색하다가 방문했는데 케익도 너무 예쁘고 맛있어서 완전 만족했습니다!!,"I came here after searching because I wanted to make a pretty cake for my in-laws' birthday, and the cake was so pretty and delicious that I was completely satisfied!!"
🫶🏻 떡와플 너무 부드럽고 쫄깃하고 오리지널 슬러시는 고급진 더위사냥 맛인데 입안이 텁텁하지 않아 좋았어요!,"🫶🏻 The rice cake waffle was so soft and chewy, and the original slushie had a luxurious heat-killing taste, but it wasn't soggy in the mouth, which was nice!"
매장분위기도 넓고 쾌적해서 좋아요!!,"The atmosphere of the store is spacious and comfortable, so I like it!!"
차 타자마자 하나 먹었는데 맛있네용,I ate one right after getting in the car and it was delicious.
추천요 구매방법은 결제대기줄에서 결제먼저하시고 소금빵 받으러 줄 서시면 돼요!(,Recommended way to purchase is to pay first in the payment line and then stand in line to receive the salt bread! (
오늘도 30분 정도 대기하고 따끈따끈한 소금빵 데려갑니다,"Today again, I will wait for about 30 minutes and bring you some warm salt bread."
😆 단품으로도 팔면 좋을 것 같은데 4개씩으로만 구매 가능한 점이 살짝 아쉬워요.,"😆 It would be nice if they sold them individually, but it's a bit disappointing that they can only be purchased in sets of 4."
쑥티라미스가 쑥맛이나 향이 강하지않고 부들부들 맛있어서 좋았어요.,I liked the mugwort tiramisu because it didn't have a strong mugwort taste or scent and was soft and delicious.
디올 매장 자체는 매우 예쁘나 까페는 너무 협소하고 특별할게 1도 없는데다가 어플로는 두타임 연속 예약이 가능한데 실제로 이용은 못하게 해놨네요?,"The Dior store itself is very pretty, but the cafe is very small and there is nothing special about it. Also, you can make reservations for two consecutive hours through the app, but they don't allow you to actually use it?"
저는 아이돌 생일카페로 인해서 방문하게 되었는데 카페 직원 분들도 친절하시고 좋았어서 사적으로도 재방문 의사가 있어욥!,"I visited the idol's birthday cafe, and the staff at the cafe were friendly and nice, so I personally plan to visit again!"
내부 인테리어가 사장님의 개성이 느껴지는 곳입니다.,The interior is a place where the personality of the owner can be felt.
너어무 유명해서 항상 궁금했던 곳🧐 평일 저녁이라 그런지 웨이팅이 짧아서 바로 합류했는데 다들 종이를 들고 있어요!,"I've always been curious about this place because it's so famous🧐 Perhaps because it was a weekday evening, the wait was short, so I joined right away and everyone was holding papers!"
성수동 메인길에서 한블럭 벗어나있어 너무 붐비지 않고 좋아요.,"It's a block away from Seongsu-dong's main street, so it's not too crowded."
"스콘 특유의 퍼석거리면서 휘날리는 느낌을 케이스에 담아서 깔끔하게 먹을 수 있는 것도 좋고 로투스, 계란과자 등 온겆 토핑에 빅토리아 스콘 자체도 밸런스가 아주 잘 맞아요,,❤️ 신논현 카페들 중에서는 정말 꼭 와봐야 되는 곳이라고 생각해요 !","It's nice to be able to eat the scone neatly by putting it in a case that has the unique fluttery feel, and the Victoria scone itself is well balanced with whole toppings such as lotus and egg crackers,,❤️ I think it's a must-visit place among Sinnonhyeon cafes!"
레몬셔벗과 에스프레소가 같이들어간 깔끔한 특별한 메뉴가있어서 좋아요~,I like that there is a neat special menu that includes lemon sorbet and espresso~
독특한 메뉴가 있고 맛도 좋아요,They have a unique menu and the taste is good.
귀여운 딸기 케이크 추천!,Recommended cute strawberry cake!
